id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Artery_Tibial,Wald ratio,1,-0.166333584,0.033313899,5.95E-07,-0.231628826,-0.101038342,0.84676372,0.793240499,0.903898375,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Cortex,Wald ratio,1,-0.11542818,0.024839623,3.37E-06,-0.16411384,-0.066742519,0.890984561,0.848645406,0.935436027,5.20E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Esophagus_Mucosa,Wald ratio,1,-0.245091857,0.048691945,4.82E-07,-0.340528069,-0.149655645,0.782632645,0.711394558,0.861004417,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,BABAM1_Cells_Cultured_fibroblasts,Wald ratio,1,0.384714784,0.123691654,0.001869146,0.142279143,0.627150426,1.469195224,1.152898427,1.872267804,0.02689022,BABAM1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Hippocampus,Wald ratio,1,-0.1902198,0.038097918,5.95E-07,-0.264891719,-0.115547882,0.826777388,0.767289029,0.890877915,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Small_Intestine_Terminal_Ileum,Wald ratio,1,-0.169065081,0.033860973,5.95E-07,-0.235432588,-0.102697574,0.844453944,0.790228932,0.902399842,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Putamen_basal_ganglia,Wald ratio,1,-0.110985438,0.022038083,4.75E-07,-0.15418008,-0.067790796,0.894951781,0.857117657,0.934455945,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Breast_Mammary_Tissue,Wald ratio,1,-0.176570234,0.035364133,5.95E-07,-0.245883933,-0.107256534,0.838139911,0.782012985,0.8982952,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Whole_Blood,Wald ratio,1,-0.343371377,0.068771676,5.95E-07,-0.478163862,-0.208578893,0.709374717,0.619920607,0.811736992,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,BABAM1_Testis,Wald ratio,1,0.193511113,0.062216766,0.001869146,0.071566252,0.315455973,1.213502872,1.074189316,1.370884255,0.02689022,BABAM1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Muscle_Skeletal,Wald ratio,1,-0.168286086,0.04244716,7.35E-05,-0.25148252,-0.085089652,0.845112025,0.777647051,0.918429941,0.00110803,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Nerve_Tibial,Wald ratio,1,-0.220725525,0.044207716,5.95E-07,-0.307372648,-0.134078402,0.801936761,0.735376513,0.874521498,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Testis,Wald ratio,1,-0.098132978,0.019654432,5.95E-07,-0.136655665,-0.059610291,0.906528347,0.872270528,0.942131619,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Uterus,Wald ratio,1,-0.222730417,0.047337599,2.54E-06,-0.31551211,-0.129948724,0.800330576,0.729415238,0.878140458,4.87E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Pancreas,Wald ratio,1,-0.153593081,0.033052537,3.37E-06,-0.218376054,-0.088810109,0.857620932,0.803823104,0.915019311,5.20E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,-0.140458833,0.027904696,4.82E-07,-0.195152037,-0.085765629,0.868959437,0.822709566,0.917809314,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,BABAM1_Lung,Wald ratio,1,-0.537776782,0.085046139,2.56E-10,-0.704467214,-0.37108635,0.58404527,0.494371899,0.689984359,8.10E-08,BABAM1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Anterior_cingulate_cortex_BA24,Wald ratio,1,-0.118378494,0.025474517,3.37E-06,-0.168308547,-0.068448441,0.88835975,0.845093043,0.933841607,5.20E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Cerebellum,Wald ratio,1,-0.104476253,0.020924886,5.95E-07,-0.145489031,-0.063463476,0.900796188,0.864599374,0.938508397,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Cerebellar_Hemisphere,Wald ratio,1,-0.099791036,0.019986514,5.95E-07,-0.138964604,-0.060617469,0.905026516,0.870258832,0.941183203,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Nucleus_accumbens_basal_ganglia,Wald ratio,1,-0.089708636,0.017967174,5.95E-07,-0.124924296,-0.054492975,0.914197511,0.882563714,0.946965161,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Artery_Coronary,Wald ratio,1,-0.199093223,0.039553482,4.82E-07,-0.276618047,-0.121568399,0.819473496,0.758344094,0.885530482,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Colon_Sigmoid,Wald ratio,1,-0.158115849,0.034025816,3.37E-06,-0.224806449,-0.091425249,0.85375087,0.798670788,0.912629533,5.20E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Thyroid,Wald ratio,1,-0.277788678,0.055187762,4.82E-07,-0.385956691,-0.169620665,0.757456872,0.679799967,0.843984909,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Heart_Left_Ventricle,Wald ratio,1,-0.268103259,0.053263578,4.82E-07,-0.372499872,-0.163706647,0.764828801,0.68900974,0.848991039,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Brain_Hypothalamus,Wald ratio,1,-0.175035731,0.035056797,5.95E-07,-0.243747052,-0.106324409,0.839427027,0.783685841,0.899132914,1.34E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Adipose_Visceral_Omentum,Wald ratio,1,-0.224609351,0.04772887,2.53E-06,-0.318157937,-0.131060765,0.798828219,0.727487882,0.877164472,4.87E-05,RCCD1
ieu-a-1120,Ovarian cancer || id:ieu-a-1120,RCCD1_Spleen,Wald ratio,1,-0.297559716,0.059115637,4.82E-07,-0.413426365,-0.181693067,0.742628235,0.661380233,0.833857239,1.34E-05,RCCD1
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Brain_Cerebellum,Wald ratio,1,-0.103020857,0.024938766,3.61E-05,-0.151900839,-0.054140874,0.902108158,0.859073463,0.947298647,0.000135319,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,B3GAT1_Whole_Blood,Wald ratio,1,-0.249485019,0.050183768,6.65E-07,-0.347845205,-0.151124833,0.779201954,0.706208186,0.859740368,4.93E-06,B3GAT1
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Breast_Mammary_Tissue,Wald ratio,1,-0.302463192,0.030673417,6.16E-23,-0.36258309,-0.242343294,0.738995689,0.695876491,0.784786719,4.79E-21,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,TSPO_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,-0.219133953,0.03979997,3.67E-08,-0.297141894,-0.141126011,0.803214118,0.742938586,0.868379879,4.40E-07,TSPO
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Testis,Wald ratio,1,0.066523009,0.020432067,0.001130678,0.026476157,0.10656986,1.068785555,1.026829765,1.11245564,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Colon_Transverse,Wald ratio,1,-0.09093327,0.028753603,0.001564207,-0.147290332,-0.034576208,0.913078639,0.863043372,0.966014719,0.004620558,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,0.064901389,0.012434378,1.79E-07,0.040530008,0.089272771,1.067053796,1.041362558,1.093378858,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Adrenal_Gland,Wald ratio,1,0.075207003,0.015041401,5.73E-07,0.045725858,0.104688148,1.078107299,1.046787403,1.110364287,4.34E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,SPINT2_Adipose_Visceral_Omentum,Wald ratio,1,0.244194619,0.036091657,1.32E-11,0.17345497,0.314934267,1.276592755,1.189407126,1.370169243,2.26E-10,SPINT2
ieu-b-85,Prostate cancer || id:ieu-b-85,NOL10_Brain_Cortex,Wald ratio,1,-0.118730501,0.019984342,2.83E-09,-0.15789981,-0.079561191,0.888047097,0.853935333,0.923521507,3.67E-08,NOL10
ieu-b-85,Prostate cancer || id:ieu-b-85,PRKAR1B_Liver,Wald ratio,1,-0.052603218,0.012246869,1.75E-05,-0.076607081,-0.028599355,0.948756387,0.926253725,0.971805736,7.10E-05,PRKAR1B
ieu-b-85,Prostate cancer || id:ieu-b-85,C1orf43_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,0.282498476,0.059473363,2.03E-06,0.165930684,0.399066268,1.326439754,1.180491272,1.490432384,1.28E-05,C1orf43
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Heart_Atrial_Appendage,Wald ratio,1,0.08517793,0.022473656,0.000150572,0.041129565,0.129226296,1.0889108,1.041987102,1.137947608,0.000538111,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.022007259,0.009114947,0.015760525,0.004141963,0.039872555,1.022251205,1.004150553,1.040678136,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Heart_Atrial_Appendage,Wald ratio,1,0.069792238,0.01530384,5.10E-06,0.039796711,0.099787764,1.072285378,1.040599211,1.104936386,2.77E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Stomach,Wald ratio,1,-0.094725116,0.027305965,0.000522348,-0.148244806,-0.041205425,0.909622941,0.862220012,0.959631977,0.001729652,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Pancreas,Wald ratio,1,0.065945742,0.012664054,1.92E-07,0.041124197,0.090767287,1.068168759,1.041981509,1.095014152,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Pituitary,Wald ratio,1,-0.101277939,0.021512498,2.50E-06,-0.143442435,-0.059113443,0.90368183,0.866370672,0.942599831,1.50E-05,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Testis,Wald ratio,1,0.220201364,0.05456317,5.44E-05,0.113257551,0.327145177,1.246327671,1.119920333,1.387002823,0.000202511,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,WDPCP_Nerve_Tibial,Wald ratio,1,0.148885542,0.034929159,2.02E-05,0.080424389,0.217346694,1.160540148,1.083746901,1.24277489,8.10E-05,WDPCP
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Muscle_Skeletal,Wald ratio,1,0.163521403,0.033108037,7.85E-07,0.09862965,0.228413156,1.17765056,1.103657485,1.256604392,5.59E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,GRHL1_Pancreas,Wald ratio,1,-0.12703884,0.024341708,1.80E-07,-0.174748587,-0.079329093,0.880699465,0.839668097,0.92373588,1.64E-06,GRHL1
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Colon_Transverse,Wald ratio,1,0.099583317,0.02125936,2.81E-06,0.057914972,0.141251662,1.104710508,1.059624894,1.151714454,1.64E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Brain_Cerebellum,Wald ratio,1,-0.044765921,0.010044431,8.32E-06,-0.064453006,-0.025078836,0.956221287,0.937580174,0.975233025,3.91E-05,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,WDPCP_Adipose_Subcutaneous,Wald ratio,1,0.107679442,0.016537157,7.45E-11,0.075266615,0.14009227,1.113690686,1.078171569,1.150379939,1.16E-09,WDPCP
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Artery_Tibial,Wald ratio,1,0.265775433,0.055148402,1.44E-06,0.157684564,0.373866302,1.304442091,1.170796825,1.453342828,9.24E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Muscle_Skeletal,Wald ratio,1,0.10716993,0.022574597,2.06E-06,0.062923719,0.15141614,1.113123391,1.064945601,1.163480728,1.28E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,NOSIP_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,0.113376811,0.040656991,0.005293348,0.03368911,0.193064512,1.120053902,1.034263014,1.212961042,0.013970337,NOSIP
ieu-b-85,Prostate cancer || id:ieu-b-85,PDLIM5_Artery_Aorta,Wald ratio,1,0.378980177,0.047224944,1.02E-15,0.286419287,0.471541068,1.460794079,1.331650682,1.602461794,3.16E-14,PDLIM5
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Vagina,Wald ratio,1,0.018372272,0.007609411,0.015760525,0.003457826,0.033286717,1.01854208,1.003463811,1.033846918,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Pituitary,Wald ratio,1,-0.125705509,0.030430152,3.61E-05,-0.185348606,-0.066062411,0.881874513,0.830814606,0.936072441,0.000135319,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Breast_Mammary_Tissue,Wald ratio,1,0.066020452,0.02027771,0.001130678,0.02627614,0.105764764,1.068248565,1.026624401,1.111560367,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SLC39A13_Esophagus_Muscularis,Wald ratio,1,-0.141009056,0.054980595,0.01032633,-0.248771022,-0.033247089,0.868481447,0.7797585,0.967299521,0.026054859,SLC39A13
ieu-b-85,Prostate cancer || id:ieu-b-85,IP6K2_Nerve_Tibial,Wald ratio,1,0.131953793,0.046908429,0.004908041,0.040013272,0.223894315,1.141055594,1.040824588,1.250938807,0.012984866,IP6K2
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Nerve_Tibial,Wald ratio,1,0.058581724,0.02218627,0.008279615,0.015096635,0.102066813,1.060331637,1.015211165,1.107457462,0.021590383,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,PRKAR1B_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,-0.109326204,0.024346735,7.11E-06,-0.157045805,-0.061606604,0.896437948,0.85466491,0.940252706,3.52E-05,PRKAR1B
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Brain_Cerebellar_Hemisphere,Wald ratio,1,-0.128335684,0.01268901,4.79E-24,-0.153206143,-0.103465224,0.879558076,0.857952842,0.90170738,4.57E-22,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,TSPO_Artery_Tibial,Wald ratio,1,0.403588115,0.070384569,9.81E-09,0.26563436,0.541541871,1.497187152,1.304258082,1.718654765,1.23E-07,TSPO
ieu-b-85,Prostate cancer || id:ieu-b-85,VAMP8_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.579548054,0.074561738,7.68E-15,0.433407048,0.725689061,1.785231421,1.542503966,2.066154315,1.99E-13,VAMP8
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Brain_Cerebellum,Wald ratio,1,-0.039910844,0.008477482,2.50E-06,-0.056526709,-0.023294978,0.960875104,0.945041243,0.976974255,1.50E-05,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Brain_Putamen_basal_ganglia,Wald ratio,1,-0.18281703,0.018075776,4.79E-24,-0.218245551,-0.147388508,0.832920542,0.803928012,0.862958646,4.57E-22,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Whole_Blood,Wald ratio,1,0.050234838,0.011364179,9.85E-06,0.027961047,0.07250863,1.051518004,1.028355626,1.075202085,4.17E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Testis,Wald ratio,1,0.091819485,0.017591583,1.79E-07,0.057339981,0.126298988,1.096166929,1.059015794,1.134621356,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Testis,Wald ratio,1,0.073361932,0.015875589,3.82E-06,0.042245778,0.104478086,1.076119948,1.04315083,1.110131066,2.15E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Nerve_Tibial,Wald ratio,1,0.125434571,0.026421916,2.06E-06,0.073647615,0.177221527,1.133640994,1.076427422,1.193895544,1.28E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Minor_Salivary_Gland,Wald ratio,1,0.086109169,0.01757733,9.64E-07,0.051657602,0.120560737,1.089925308,1.05301513,1.128129258,6.82E-06,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,MLPH_Esophagus_Mucosa,Wald ratio,1,-0.161671153,0.024563989,4.65E-11,-0.209816572,-0.113525735,0.850720915,0.810732943,0.892681223,7.46E-10,MLPH
ieu-b-85,Prostate cancer || id:ieu-b-85,WTAP_Pancreas,Wald ratio,1,-0.119372778,0.023462617,3.62E-07,-0.165359506,-0.07338605,0.887476907,0.847588936,0.929242027,2.84E-06,WTAP
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Heart_Atrial_Appendage,Wald ratio,1,0.088249736,0.030561193,0.003881433,0.028349799,0.148149674,1.092260865,1.028755479,1.159686459,0.010683742,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Artery_Tibial,Wald ratio,1,0.170786385,0.038399508,8.68E-06,0.095523349,0.246049422,1.186237324,1.100234511,1.278962781,3.91E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,GCAT_Esophagus_Mucosa,Wald ratio,1,-0.081204065,0.032930681,0.013666602,-0.1457482,-0.016659931,0.922005523,0.864375325,0.983478078,0.032104732,GCAT
ieu-b-85,Prostate cancer || id:ieu-b-85,GRHL1_Muscle_Skeletal,Wald ratio,1,-0.194212205,0.037212688,1.80E-07,-0.267149073,-0.121275336,0.823483139,0.765558938,0.885790036,1.64E-06,GRHL1
ieu-b-85,Prostate cancer || id:ieu-b-85,B3GAT1_Artery_Aorta,Wald ratio,1,-0.10078368,0.020272579,6.65E-07,-0.140517935,-0.061049425,0.904128593,0.868908081,0.940776741,4.93E-06,B3GAT1
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Esophagus_Muscularis,Wald ratio,1,0.070325608,0.021600008,0.001130678,0.027989592,0.112661623,1.072857455,1.028384981,1.11925314,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Pituitary,Wald ratio,1,-0.125927979,0.013522468,1.25E-20,-0.152432016,-0.099423943,0.881678344,0.858617264,0.905358806,5.67E-19,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Esophagus_Muscularis,Wald ratio,1,0.094985807,0.020936547,5.71E-06,0.053950175,0.136021439,1.099643248,1.055432014,1.145706456,3.02E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Brain_Frontal_Cortex_BA9,Wald ratio,1,-0.043937333,0.009377512,2.79E-06,-0.062317257,-0.025557409,0.957013929,0.93958475,0.974766417,1.64E-05,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,NOL10_Thyroid,Wald ratio,1,-0.187631532,0.030788958,1.10E-09,-0.24797789,-0.127285175,0.828920081,0.780377197,0.880482546,1.56E-08,NOL10
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Pituitary,Wald ratio,1,0.126749936,0.029041206,1.27E-05,0.069829173,0.1836707,1.135133127,1.072324983,1.201620064,5.28E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Esophagus_Gastroesophageal_Junction,Wald ratio,1,0.055495992,0.021017631,0.008279615,0.014301435,0.09669055,1.057064781,1.01440419,1.101519455,0.021590383,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SPINT2_Nerve_Tibial,Wald ratio,1,0.147154541,0.022167511,3.17E-11,0.103706219,0.190602862,1.15853299,1.109274523,1.209978828,5.24E-10,SPINT2
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Colon_Transverse,Wald ratio,1,-0.241542238,0.023912076,5.45E-24,-0.288409907,-0.194674569,0.785415629,0.749454322,0.823102478,4.57E-22,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Testis,Wald ratio,1,-0.171413046,0.041494801,3.61E-05,-0.252742856,-0.090083237,0.842473521,0.776667572,0.913855116,0.000135319,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Artery_Coronary,Wald ratio,1,0.04818098,0.016562212,0.003624814,0.015719045,0.080642915,1.049360551,1.015843239,1.083983753,0.010002652,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Prostate,Wald ratio,1,-0.161347647,0.015953021,4.79E-24,-0.192615569,-0.130079725,0.850996174,0.824798992,0.878025428,4.57E-22,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,WTAP_Esophagus_Muscularis,Wald ratio,1,-0.202042368,0.041537027,1.15E-06,-0.28345494,-0.120629795,0.81706031,0.753177059,0.886362034,7.69E-06,WTAP
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Adipose_Subcutaneous,Wald ratio,1,0.180306366,0.040626971,9.08E-06,0.100677503,0.259935229,1.197584206,1.105919929,1.296846086,3.99E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Cells_Cultured_fibroblasts,Wald ratio,1,0.02495391,0.010335388,0.015760525,0.004696549,0.04521127,1.025267865,1.004707595,1.046248878,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,CDK5RAP3_Adipose_Subcutaneous,Wald ratio,1,-0.071559479,0.028170473,0.011077963,-0.126773607,-0.016345351,0.930940905,0.880933088,0.98378751,0.027639794,CDK5RAP3
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Adrenal_Gland,Wald ratio,1,0.059499446,0.012875734,3.82E-06,0.034263007,0.084735885,1.061305173,1.034856745,1.088429558,2.15E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,KANSL1_Brain_Caudate_basal_ganglia,Wald ratio,1,-0.05357428,0.021378198,0.01220973,-0.095475549,-0.011673011,0.947835533,0.908940586,0.988394854,0.029894634,KANSL1
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Cells_EBV-transformed_lymphocytes,Wald ratio,1,-0.043587986,0.009821091,9.07E-06,-0.062837324,-0.024338649,0.957348317,0.93909623,0.975955148,3.99E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,TSPO_Nerve_Tibial,Wald ratio,1,-0.107182747,0.022538428,1.98E-06,-0.151358066,-0.063007428,0.898361485,0.859539872,0.9389365,1.25E-05,TSPO
ieu-b-85,Prostate cancer || id:ieu-b-85,PNPO_Esophagus_Mucosa,Wald ratio,1,0.114298305,0.036722347,0.0018551,0.042322505,0.186274105,1.1210865,1.043230871,1.204752444,0.005392158,PNPO
ieu-b-85,Prostate cancer || id:ieu-b-85,VPS53_Brain_Cortex,Wald ratio,1,-0.28019161,0.029807618,5.46E-21,-0.338614542,-0.221768679,0.755638939,0.712757134,0.801100654,2.70E-19,VPS53
ieu-b-85,Prostate cancer || id:ieu-b-85,TSPO_Breast_Mammary_Tissue,Wald ratio,1,-0.159987623,0.029887798,8.65E-08,-0.218567706,-0.101407539,0.852154336,0.803669064,0.90356472,9.34E-07,TSPO
ieu-b-85,Prostate cancer || id:ieu-b-85,CENPN_Testis,Wald ratio,1,0.041698173,0.018206244,0.022002624,0.006013934,0.077382412,1.042579752,1.006032054,1.080455176,0.047210354,CENPN
ieu-b-85,Prostate cancer || id:ieu-b-85,WTAP_Whole_Blood,Wald ratio,1,-0.260267687,0.051155389,3.62E-07,-0.36053225,-0.160003124,0.770845213,0.697305086,0.852141127,2.84E-06,WTAP
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Stomach,Wald ratio,1,0.094525936,0.029032966,0.001130678,0.037621322,0.151430549,1.09913767,1.038337963,1.163497493,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Adipose_Subcutaneous,Wald ratio,1,0.108583338,0.023768242,4.91E-06,0.061997583,0.155169092,1.114697801,1.063959773,1.16785542,2.68E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,VAMP8_Muscle_Skeletal,Wald ratio,1,0.194923476,0.038312545,3.62E-07,0.119830887,0.270016064,1.215217989,1.127306193,1.309985495,2.84E-06,VAMP8
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Lung,Wald ratio,1,-0.191178514,0.020584497,1.58E-20,-0.231524128,-0.1508329,0.825985125,0.793323554,0.859991391,6.89E-19,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,CREB3L4_Esophagus_Muscularis,Wald ratio,1,0.0847748,0.023335224,0.000280241,0.039037762,0.130511839,1.088471916,1.039809748,1.139411429,0.000972812,CREB3L4
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Pituitary,Wald ratio,1,0.087354773,0.026830394,0.001130678,0.0347672,0.139942346,1.091283769,1.035378644,1.150207483,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,GRHL1_Heart_Atrial_Appendage,Wald ratio,1,-0.121668715,0.039079024,0.001849439,-0.198263602,-0.045073827,0.885441654,0.82015363,0.955926906,0.005390076,GRHL1
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Esophagus_Gastroesophageal_Junction,Wald ratio,1,-0.244196481,0.027399325,4.99E-19,-0.297899157,-0.190493804,0.783333709,0.7423762,0.826550879,1.94E-17,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Adipose_Visceral_Omentum,Wald ratio,1,0.172679388,0.033956139,3.67E-07,0.106125356,0.239233419,1.188485001,1.111961259,1.270275009,2.84E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Colon_Transverse,Wald ratio,1,0.034244169,0.014183219,0.015760525,0.006445059,0.062043278,1.034837251,1.006465873,1.064008392,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Heart_Atrial_Appendage,Wald ratio,1,-0.12115766,0.02726822,8.86E-06,-0.174603371,-0.067711948,0.885894279,0.83979004,0.934529628,3.94E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,SLC39A13_Cells_Cultured_fibroblasts,Wald ratio,1,0.257825505,0.053192155,1.25E-06,0.153568881,0.362082129,1.294112982,1.165988098,1.4363169,8.23E-06,SLC39A13
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Testis,Wald ratio,1,0.162652246,0.037427506,1.39E-05,0.089294334,0.236010158,1.176627442,1.093402435,1.266187172,5.71E-05,SUPT4H1
